YY	MM	DD	HH	"1"	"2"	tot_average
2001	 8	 8	 3	0.000	0.000	0.000
2001	 8	 8	 4	0.000	0.000	0.000
2001	 8	 8	 5	0.000	0.000	0.000
2001	 8	 8	 6	0.000	0.000	0.000
2001	 8	 8	 7	0.000	0.000	0.000
2001	 8	 8	 8	0.000	0.000	0.000
2001	 8	 8	 9	0.000	0.000	0.000
2001	 8	 8	10	0.000	0.000	0.000
2001	 8	 8	11	0.000	0.000	0.000
2001	 8	 8	12	0.000	0.000	0.000
2001	 8	 8	13	0.000	0.000	0.000
2001	 8	 8	14	0.000	0.000	0.000
2001	 8	 8	15	0.000	0.000	0.000
2001	 8	 8	16	0.000	0.000	0.000
2001	 8	 8	17	0.000	0.000	0.000
2001	 8	 8	18	0.000	0.000	0.000
2001	 8	 8	19	0.000	0.000	0.000
2001	 8	 8	20	0.000	0.000	0.000
2001	 8	 8	21	0.000	0.000	0.000
2001	 8	 8	22	0.000	0.000	0.000
2001	 8	 8	23	0.000	0.000	0.000
2001	 8	 8	24	0.000	0.000	0.000
2001	 8	 9	 1	0.000	0.000	0.000
2001	 8	 9	 2	0.000	0.000	0.000
2001	 8	 9	 3	0.000	0.000	0.000
2001	 8	 9	 4	0.000	0.000	0.000
2001	 8	 9	 5	0.000	0.000	0.000
2001	 8	 9	 6	0.000	0.000	0.000
2001	 8	 9	 7	0.000	0.000	0.000
2001	 8	 9	 8	0.000	0.000	0.000
2001	 8	 9	 9	0.000	0.000	0.000
2001	 8	 9	10	0.000	0.000	0.000
2001	 8	 9	11	0.000	0.000	0.000
2001	 8	 9	12	0.000	0.000	0.000
2001	 8	 9	13	0.000	0.000	0.000
2001	 8	 9	14	0.000	0.000	0.000
2001	 8	 9	15	0.000	0.000	0.000
2001	 8	 9	16	0.000	0.000	0.000
2001	 8	 9	17	0.000	0.000	0.000
2001	 8	 9	18	0.000	0.000	0.000
2001	 8	 9	19	0.000	0.000	0.000
2001	 8	 9	20	0.000	0.000	0.000
2001	 8	 9	21	0.000	0.000	0.000
2001	 8	 9	22	0.000	0.000	0.000
2001	 8	 9	23	0.000	0.000	0.000
2001	 8	 9	24	0.000	0.000	0.000
2001	 8	10	 1	0.000	0.000	0.000
2001	 8	10	 2	0.000	0.000	0.000
2001	 8	10	 3	0.000	0.000	0.000
2001	 8	10	 4	0.000	0.000	0.000
2001	 8	10	 5	0.000	0.000	0.000
2001	 8	10	 6	0.000	0.000	0.000
2001	 8	10	 7	0.000	0.000	0.000
2001	 8	10	 8	0.000	0.000	0.000
2001	 8	10	 9	0.000	0.000	0.000
2001	 8	10	10	0.000	0.000	0.000
2001	 8	10	11	0.000	0.000	0.000
2001	 8	10	12	0.000	0.000	0.000
2001	 8	10	13	0.000	0.000	0.000
2001	 8	10	14	0.000	0.000	0.000
2001	 8	10	15	0.000	0.000	0.000
2001	 8	10	16	0.000	0.000	0.000
2001	 8	10	17	0.000	0.000	0.000
2001	 8	10	18	0.000	0.000	0.000
2001	 8	10	19	0.000	0.000	0.000
2001	 8	10	20	0.000	0.000	0.000
2001	 8	10	21	0.000	0.000	0.000
2001	 8	10	22	0.000	0.000	0.000
2001	 8	10	23	0.000	0.000	0.000
2001	 8	10	24	0.000	0.000	0.000
2001	 8	11	 1	0.000	0.000	0.000
2001	 8	11	 2	0.000	0.000	0.000
2001	 8	11	 3	0.000	0.000	0.000
2001	 8	11	 4	0.000	0.000	0.000
2001	 8	11	 5	0.000	0.000	0.000
2001	 8	11	 6	0.000	0.000	0.000
2001	 8	11	 7	0.000	0.000	0.000
2001	 8	11	 8	0.000	0.000	0.000
2001	 8	11	 9	0.000	0.000	0.000
2001	 8	11	10	0.000	0.000	0.000
2001	 8	11	11	0.000	0.000	0.000
2001	 8	11	12	0.000	0.000	0.000
2001	 8	11	13	0.000	0.000	0.000
2001	 8	11	14	0.000	0.000	0.000
2001	 8	11	15	0.000	0.000	0.000
2001	 8	11	16	0.000	0.000	0.000
2001	 8	11	17	0.000	0.000	0.000
2001	 8	11	18	0.000	0.000	0.000
2001	 8	11	19	0.000	0.000	0.000
2001	 8	11	20	0.000	0.000	0.000
2001	 8	11	21	0.000	0.000	0.000
2001	 8	11	22	0.000	0.000	0.000
2001	 8	11	23	0.000	0.000	0.000
2001	 8	11	24	0.000	0.000	0.000
2001	 8	12	 1	0.000	0.000	0.000
2001	 8	12	 2	0.000	0.000	0.000
2001	 8	12	 3	0.000	0.000	0.000
2001	 8	12	 4	0.000	0.000	0.000
2001	 8	12	 5	0.000	0.000	0.000
2001	 8	12	 6	0.000	0.000	0.000
2001	 8	12	 7	0.000	0.000	0.000
2001	 8	12	 8	0.000	0.000	0.000
2001	 8	12	 9	0.000	0.000	0.000
2001	 8	12	10	0.000	0.000	0.000
2001	 8	12	11	0.000	0.000	0.000
2001	 8	12	12	0.000	0.000	0.000
2001	 8	12	13	0.000	0.000	0.000
2001	 8	12	14	0.000	0.000	0.000
2001	 8	12	15	0.000	0.000	0.000
2001	 8	12	16	0.000	0.000	0.000
2001	 8	12	17	0.000	0.000	0.000
2001	 8	12	18	0.000	0.000	0.000
2001	 8	12	19	0.000	0.000	0.000
2001	 8	12	20	0.000	0.000	0.000
2001	 8	12	21	0.000	0.000	0.000
2001	 8	12	22	0.000	0.000	0.000
2001	 8	12	23	0.000	0.000	0.000
2001	 8	12	24	0.000	0.000	0.000
2001	 8	13	 1	0.000	0.000	0.000
2001	 8	13	 2	0.000	0.000	0.000
2001	 8	13	 3	0.000	0.000	0.000
2001	 8	13	 4	0.000	0.000	0.000
2001	 8	13	 5	0.000	0.000	0.000
2001	 8	13	 6	0.000	0.000	0.000
2001	 8	13	 7	0.000	0.000	0.000
2001	 8	13	 8	0.000	0.000	0.000
2001	 8	13	 9	0.000	0.000	0.000
2001	 8	13	10	0.000	0.000	0.000
2001	 8	13	11	0.000	0.000	0.000
2001	 8	13	12	0.000	0.000	0.000
2001	 8	13	13	0.000	0.000	0.000
2001	 8	13	14	0.000	0.000	0.000
2001	 8	13	15	0.000	0.000	0.000
2001	 8	13	16	0.000	0.000	0.000
2001	 8	13	17	0.000	0.000	0.000
2001	 8	13	18	0.000	0.000	0.000
2001	 8	13	19	0.000	0.000	0.000
2001	 8	13	20	0.000	0.000	0.000
2001	 8	13	21	0.000	0.000	0.000
2001	 8	13	22	0.000	0.000	0.000
2001	 8	13	23	0.000	0.000	0.000
2001	 8	13	24	0.000	0.000	0.000
2001	 8	14	 1	0.000	0.000	0.000
2001	 8	14	 2	0.000	0.000	0.000
2001	 8	14	 3	0.000	0.000	0.000
2001	 8	14	 4	0.000	0.000	0.000
2001	 8	14	 5	0.000	0.000	0.000
2001	 8	14	 6	0.000	0.000	0.000
2001	 8	14	 7	0.000	0.000	0.000
2001	 8	14	 8	0.000	0.000	0.000
2001	 8	14	 9	0.000	0.000	0.000
2001	 8	14	10	0.000	0.000	0.000
2001	 8	14	11	0.000	0.000	0.000
2001	 8	14	12	0.000	0.000	0.000
2001	 8	14	13	0.000	0.000	0.000
2001	 8	14	14	0.000	0.000	0.000
2001	 8	14	15	0.000	0.000	0.000
2001	 8	14	16	0.000	0.000	0.000
2001	 8	14	17	0.000	0.000	0.000
2001	 8	14	18	0.000	0.000	0.000
2001	 8	14	19	0.000	0.000	0.000
2001	 8	14	20	0.000	0.000	0.000
2001	 8	14	21	0.000	0.000	0.000
2001	 8	14	22	0.000	0.000	0.000
2001	 8	14	23	0.000	0.000	0.000
2001	 8	14	24	0.000	0.000	0.000
2001	 8	15	 1	0.000	0.000	0.000
2001	 8	15	 2	0.000	0.000	0.000
2001	 8	15	 3	0.000	0.000	0.000
2001	 8	15	 4	0.000	0.000	0.000
2001	 8	15	 5	0.000	0.000	0.000
2001	 8	15	 6	0.000	0.000	0.000
2001	 8	15	 7	0.000	0.000	0.000
2001	 8	15	 8	0.000	0.000	0.000
2001	 8	15	 9	0.000	0.000	0.000
2001	 8	15	10	0.000	0.000	0.000
2001	 8	15	11	0.000	0.000	0.000
2001	 8	15	12	0.000	0.000	0.000
2001	 8	15	13	0.000	0.000	0.000
2001	 8	15	14	0.000	0.000	0.000
2001	 8	15	15	0.000	0.000	0.000
2001	 8	15	16	0.000	0.000	0.000
2001	 8	15	17	0.000	0.000	0.000
2001	 8	15	18	0.000	0.000	0.000
2001	 8	15	19	0.000	0.000	0.000
2001	 8	15	20	0.000	0.000	0.000
2001	 8	15	21	0.000	0.000	0.000
2001	 8	15	22	0.000	0.000	0.000
2001	 8	15	23	0.000	0.000	0.000
2001	 8	15	24	0.000	0.000	0.000
2001	 8	16	 1	0.000	0.000	0.000
2001	 8	16	 2	0.000	0.000	0.000
2001	 8	16	 3	0.000	0.000	0.000
2001	 8	16	 4	0.000	0.000	0.000
2001	 8	16	 5	0.000	0.000	0.000
2001	 8	16	 6	0.000	0.000	0.000
2001	 8	16	 7	0.000	0.000	0.000
2001	 8	16	 8	0.000	0.000	0.000
2001	 8	16	 9	0.000	0.000	0.000
2001	 8	16	10	0.000	0.000	0.000
2001	 8	16	11	0.000	0.000	0.000
2001	 8	16	12	0.000	0.000	0.000
2001	 8	16	13	0.000	0.000	0.000
2001	 8	16	14	0.000	0.000	0.000
2001	 8	16	15	0.000	0.000	0.000
2001	 8	16	16	0.000	0.000	0.000
2001	 8	16	17	0.000	0.000	0.000
2001	 8	16	18	0.000	0.000	0.000
2001	 8	16	19	0.000	0.000	0.000
2001	 8	16	20	0.000	0.000	0.000
2001	 8	16	21	0.000	0.000	0.000
2001	 8	16	22	0.000	0.000	0.000
2001	 8	16	23	0.000	0.000	0.000
2001	 8	16	24	0.000	0.000	0.000
2001	 8	17	 1	0.000	0.000	0.000
2001	 8	17	 2	0.000	0.000	0.000
2001	 8	17	 3	0.000	0.000	0.000
2001	 8	17	 4	0.000	0.000	0.000
2001	 8	17	 5	0.000	0.000	0.000
2001	 8	17	 6	0.000	0.000	0.000
2001	 8	17	 7	0.000	0.000	0.000
2001	 8	17	 8	0.000	0.000	0.000
2001	 8	17	 9	0.000	0.000	0.000
2001	 8	17	10	0.000	0.000	0.000
2001	 8	17	11	0.000	0.000	0.000
2001	 8	17	12	0.000	0.000	0.000
2001	 8	17	13	0.000	0.000	0.000
2001	 8	17	14	0.000	0.000	0.000
2001	 8	17	15	0.000	0.000	0.000
2001	 8	17	16	0.000	0.000	0.000
2001	 8	17	17	0.000	0.000	0.000
2001	 8	17	18	0.000	0.000	0.000
2001	 8	17	19	0.000	0.000	0.000
2001	 8	17	20	0.000	0.000	0.000
2001	 8	17	21	0.000	0.000	0.000
2001	 8	17	22	0.000	0.000	0.000
2001	 8	17	23	0.000	0.000	0.000
2001	 8	17	24	0.000	0.000	0.000
2001	 8	18	 1	0.000	0.000	0.000
2001	 8	18	 2	0.000	0.000	0.000
2001	 8	18	 3	0.000	0.000	0.000
2001	 8	18	 4	0.000	0.000	0.000
2001	 8	18	 5	0.000	0.000	0.000
2001	 8	18	 6	0.000	0.000	0.000
2001	 8	18	 7	0.000	0.000	0.000
2001	 8	18	 8	0.000	0.000	0.000
2001	 8	18	 9	0.000	0.000	0.000
2001	 8	18	10	0.000	0.000	0.000
2001	 8	18	11	0.000	0.000	0.000
2001	 8	18	12	0.000	0.000	0.000
2001	 8	18	13	0.000	0.000	0.000
2001	 8	18	14	0.000	0.000	0.000
2001	 8	18	15	0.000	0.000	0.000
2001	 8	18	16	0.000	0.000	0.000
2001	 8	18	17	0.000	0.000	0.000
2001	 8	18	18	0.000	0.000	0.000
2001	 8	18	19	0.000	0.000	0.000
2001	 8	18	20	0.000	0.000	0.000
2001	 8	18	21	0.000	0.000	0.000
2001	 8	18	22	0.000	0.000	0.000
2001	 8	18	23	0.000	0.000	0.000
2001	 8	18	24	0.000	0.000	0.000
2001	 8	19	 1	0.000	0.000	0.000
2001	 8	19	 2	0.000	0.000	0.000
2001	 8	19	 3	0.000	0.000	0.000
2001	 8	19	 4	0.000	0.000	0.000
2001	 8	19	 5	0.000	0.000	0.000
2001	 8	19	 6	0.000	0.000	0.000
2001	 8	19	 7	0.000	0.000	0.000
2001	 8	19	 8	0.000	0.000	0.000
2001	 8	19	 9	0.000	0.000	0.000
2001	 8	19	10	0.000	0.000	0.000
2001	 8	19	11	0.000	0.000	0.000
2001	 8	19	12	0.000	0.000	0.000
2001	 8	19	13	0.000	0.000	0.000
2001	 8	19	14	0.000	0.000	0.000
2001	 8	19	15	0.000	0.000	0.000
2001	 8	19	16	0.000	0.000	0.000
2001	 8	19	17	0.000	0.000	0.000
2001	 8	19	18	0.000	0.000	0.000
2001	 8	19	19	0.000	0.000	0.000
2001	 8	19	20	0.000	0.000	0.000
2001	 8	19	21	0.000	0.000	0.000
2001	 8	19	22	0.000	0.000	0.000
2001	 8	19	23	0.000	0.000	0.000
2001	 8	19	24	0.000	0.000	0.000
2001	 8	20	 1	0.000	0.000	0.000
2001	 8	20	 2	0.000	0.000	0.000
2001	 8	20	 3	0.000	0.000	0.000
2001	 8	20	 4	0.000	0.000	0.000
2001	 8	20	 5	0.000	0.000	0.000
2001	 8	20	 6	0.000	0.000	0.000
2001	 8	20	 7	0.000	0.000	0.000
2001	 8	20	 8	0.000	0.000	0.000
2001	 8	20	 9	0.000	0.000	0.000
2001	 8	20	10	0.000	0.000	0.000
2001	 8	20	11	0.000	0.000	0.000
2001	 8	20	12	0.000	0.000	0.000
2001	 8	20	13	0.000	0.000	0.000
2001	 8	20	14	0.000	0.000	0.000
2001	 8	20	15	0.000	0.000	0.000
2001	 8	20	16	0.000	0.000	0.000
2001	 8	20	17	0.000	0.000	0.000
2001	 8	20	18	0.000	0.000	0.000
2001	 8	20	19	0.000	0.000	0.000
2001	 8	20	20	0.000	0.000	0.000
2001	 8	20	21	0.000	0.000	0.000
2001	 8	20	22	0.000	0.000	0.000
2001	 8	20	23	0.000	0.000	0.000
2001	 8	20	24	0.000	0.000	0.000
2001	 8	21	 1	0.000	0.000	0.000
2001	 8	21	 2	0.000	0.000	0.000
2001	 8	21	 3	0.000	0.000	0.000
2001	 8	21	 4	0.000	0.000	0.000
2001	 8	21	 5	0.000	0.000	0.000
2001	 8	21	 6	0.000	0.000	0.000
2001	 8	21	 7	0.000	0.000	0.000
2001	 8	21	 8	0.000	0.000	0.000
2001	 8	21	 9	0.000	0.000	0.000
2001	 8	21	10	0.000	0.000	0.000
2001	 8	21	11	0.000	0.000	0.000
2001	 8	21	12	0.000	0.000	0.000
2001	 8	21	13	0.000	0.000	0.000
2001	 8	21	14	0.000	0.000	0.000
2001	 8	21	15	0.000	0.000	0.000
2001	 8	21	16	0.000	0.000	0.000
2001	 8	21	17	0.000	0.000	0.000
2001	 8	21	18	0.000	0.000	0.000
2001	 8	21	19	0.000	0.000	0.000
2001	 8	21	20	0.000	0.000	0.000
2001	 8	21	21	0.000	0.000	0.000
2001	 8	21	22	0.000	0.000	0.000
2001	 8	21	23	0.000	0.000	0.000
2001	 8	21	24	0.000	0.000	0.000
2001	 8	22	 1	0.000	0.000	0.000
2001	 8	22	 2	0.000	0.000	0.000
2001	 8	22	 3	0.000	0.000	0.000
2001	 8	22	 4	0.000	0.000	0.000
2001	 8	22	 5	0.000	0.000	0.000
2001	 8	22	 6	0.000	0.000	0.000
2001	 8	22	 7	0.000	0.000	0.000
2001	 8	22	 8	0.000	0.000	0.000
2001	 8	22	 9	0.000	0.000	0.000
2001	 8	22	10	0.000	0.000	0.000
2001	 8	22	11	0.000	0.000	0.000
2001	 8	22	12	0.000	0.000	0.000
2001	 8	22	13	0.000	0.000	0.000
2001	 8	22	14	0.000	0.000	0.000
2001	 8	22	15	0.000	0.000	0.000
2001	 8	22	16	0.000	0.000	0.000
2001	 8	22	17	0.000	0.000	0.000
2001	 8	22	18	0.000	0.000	0.000
2001	 8	22	19	0.000	0.000	0.000
2001	 8	22	20	0.000	0.000	0.000
2001	 8	22	21	0.000	0.000	0.000
2001	 8	22	22	0.000	0.000	0.000
2001	 8	22	23	0.000	0.000	0.000
2001	 8	22	24	0.000	0.000	0.000
2001	 8	23	 1	0.000	0.000	0.000
2001	 8	23	 2	0.000	0.000	0.000
2001	 8	23	 3	0.000	0.000	0.000
2001	 8	23	 4	0.000	0.000	0.000
2001	 8	23	 5	0.000	0.000	0.000
2001	 8	23	 6	0.000	0.000	0.000
2001	 8	23	 7	0.000	0.000	0.000
2001	 8	23	 8	0.000	0.000	0.000
2001	 8	23	 9	0.000	0.000	0.000
2001	 8	23	10	0.000	0.000	0.000
2001	 8	23	11	0.000	0.000	0.000
2001	 8	23	12	0.000	0.000	0.000
2001	 8	23	13	0.000	0.000	0.000
2001	 8	23	14	0.000	0.000	0.000
2001	 8	23	15	0.000	0.000	0.000
2001	 8	23	16	0.000	0.000	0.000
2001	 8	23	17	0.000	0.000	0.000
2001	 8	23	18	0.000	0.000	0.000
2001	 8	23	19	0.000	0.000	0.000
2001	 8	23	20	0.000	0.000	0.000
2001	 8	23	21	0.000	0.000	0.000
2001	 8	23	22	0.000	0.000	0.000
2001	 8	23	23	0.000	0.000	0.000
2001	 8	23	24	0.000	0.000	0.000
2001	 8	24	 1	0.000	0.000	0.000
2001	 8	24	 2	0.000	0.000	0.000
2001	 8	24	 3	0.000	0.000	0.000
2001	 8	24	 4	0.000	0.000	0.000
2001	 8	24	 5	0.000	0.000	0.000
2001	 8	24	 6	0.000	0.000	0.000
2001	 8	24	 7	0.000	0.000	0.000
2001	 8	24	 8	0.000	0.000	0.000
2001	 8	24	 9	0.000	0.000	0.000
2001	 8	24	10	0.000	0.000	0.000
2001	 8	24	11	0.000	0.000	0.000
2001	 8	24	12	0.000	0.000	0.000
2001	 8	24	13	0.000	0.000	0.000
2001	 8	24	14	0.000	0.000	0.000
2001	 8	24	15	0.000	0.000	0.000
2001	 8	24	16	0.000	0.000	0.000
2001	 8	24	17	0.000	0.000	0.000
2001	 8	24	18	0.000	0.000	0.000
2001	 8	24	19	0.000	0.000	0.000
2001	 8	24	20	0.000	0.000	0.000
2001	 8	24	21	0.000	0.000	0.000
2001	 8	24	22	0.000	0.000	0.000
2001	 8	24	23	0.000	0.000	0.000
2001	 8	24	24	0.000	0.000	0.000
2001	 8	25	 1	0.000	0.000	0.000
2001	 8	25	 2	0.000	0.000	0.000
2001	 8	25	 3	0.000	0.000	0.000
2001	 8	25	 4	0.000	0.000	0.000
2001	 8	25	 5	0.000	0.000	0.000
2001	 8	25	 6	0.000	0.000	0.000
2001	 8	25	 7	0.000	0.000	0.000
2001	 8	25	 8	0.000	0.000	0.000
2001	 8	25	 9	0.000	0.000	0.000
2001	 8	25	10	0.000	0.000	0.000
2001	 8	25	11	0.000	0.000	0.000
2001	 8	25	12	0.000	0.000	0.000
2001	 8	25	13	0.000	0.000	0.000
2001	 8	25	14	0.000	0.000	0.000
2001	 8	25	15	0.000	0.000	0.000
2001	 8	25	16	0.000	0.000	0.000
2001	 8	25	17	0.000	0.000	0.000
2001	 8	25	18	0.000	0.000	0.000
2001	 8	25	19	0.000	0.000	0.000
2001	 8	25	20	0.000	0.000	0.000
2001	 8	25	21	0.000	0.000	0.000
2001	 8	25	22	0.000	0.000	0.000
2001	 8	25	23	0.000	0.000	0.000
2001	 8	25	24	0.000	0.000	0.000
2001	 8	26	 1	0.000	0.000	0.000
2001	 8	26	 2	0.000	0.000	0.000
2001	 8	26	 3	0.000	0.000	0.000
2001	 8	26	 4	0.000	0.000	0.000
2001	 8	26	 5	0.000	0.000	0.000
2001	 8	26	 6	0.000	0.000	0.000
2001	 8	26	 7	0.000	0.000	0.000
2001	 8	26	 8	0.000	0.000	0.000
2001	 8	26	 9	0.000	0.000	0.000
2001	 8	26	10	0.000	0.000	0.000
2001	 8	26	11	0.000	0.000	0.000
2001	 8	26	12	0.000	0.000	0.000
2001	 8	26	13	0.000	0.000	0.000
2001	 8	26	14	0.000	0.000	0.000
2001	 8	26	15	0.000	0.000	0.000
2001	 8	26	16	0.000	0.000	0.000
2001	 8	26	17	0.000	0.000	0.000
2001	 8	26	18	0.000	0.000	0.000
2001	 8	26	19	0.000	0.000	0.000
2001	 8	26	20	0.000	0.000	0.000
2001	 8	26	21	0.000	0.000	0.000
2001	 8	26	22	0.000	0.000	0.000
2001	 8	26	23	0.000	0.000	0.000
2001	 8	26	24	0.000	0.000	0.000
2001	 8	27	 1	0.000	0.000	0.000
2001	 8	27	 2	0.000	0.000	0.000
2001	 8	27	 3	0.000	0.000	0.000
2001	 8	27	 4	0.000	0.000	0.000
2001	 8	27	 5	0.000	0.000	0.000
2001	 8	27	 6	0.000	0.000	0.000
2001	 8	27	 7	0.000	0.000	0.000
2001	 8	27	 8	0.000	0.000	0.000
2001	 8	27	 9	0.000	0.000	0.000
2001	 8	27	10	0.000	0.000	0.000
2001	 8	27	11	0.000	0.000	0.000
2001	 8	27	12	0.000	0.000	0.000
2001	 8	27	13	0.000	0.000	0.000
2001	 8	27	14	0.000	0.000	0.000
2001	 8	27	15	0.000	0.000	0.000
2001	 8	27	16	0.000	0.000	0.000
2001	 8	27	17	0.000	0.000	0.000
2001	 8	27	18	0.000	0.000	0.000
2001	 8	27	19	0.000	0.000	0.000
2001	 8	27	20	0.000	0.000	0.000
2001	 8	27	21	0.000	0.000	0.000
2001	 8	27	22	0.000	0.000	0.000
2001	 8	27	23	0.000	0.000	0.000
2001	 8	27	24	0.000	0.000	0.000
2001	 8	28	 1	0.000	0.000	0.000
2001	 8	28	 2	0.000	0.000	0.000
2001	 8	28	 3	0.000	0.000	0.000
2001	 8	28	 4	0.000	0.000	0.000
2001	 8	28	 5	0.000	0.000	0.000
2001	 8	28	 6	0.000	0.000	0.000
2001	 8	28	 7	0.000	0.000	0.000
2001	 8	28	 8	0.000	0.000	0.000
2001	 8	28	 9	0.000	0.000	0.000
2001	 8	28	10	0.000	0.000	0.000
2001	 8	28	11	0.000	0.000	0.000
2001	 8	28	12	0.000	0.000	0.000
2001	 8	28	13	0.000	0.000	0.000
2001	 8	28	14	0.000	0.000	0.000
2001	 8	28	15	0.000	0.000	0.000
2001	 8	28	16	0.000	0.000	0.000
2001	 8	28	17	0.000	0.000	0.000
2001	 8	28	18	0.000	0.000	0.000
2001	 8	28	19	0.000	0.000	0.000
2001	 8	28	20	0.000	0.000	0.000
2001	 8	28	21	0.000	0.000	0.000
2001	 8	28	22	0.000	0.000	0.000
2001	 8	28	23	0.000	0.000	0.000
2001	 8	28	24	0.000	0.000	0.000
2001	 8	29	 1	0.000	0.000	0.000
2001	 8	29	 2	0.000	0.000	0.000
2001	 8	29	 3	0.000	0.000	0.000
2001	 8	29	 4	0.000	0.000	0.000
2001	 8	29	 5	0.000	0.000	0.000
2001	 8	29	 6	0.000	0.000	0.000
2001	 8	29	 7	0.000	0.000	0.000
2001	 8	29	 8	0.000	0.000	0.000
2001	 8	29	 9	0.000	0.000	0.000
2001	 8	29	10	0.000	0.000	0.000
2001	 8	29	11	0.000	0.000	0.000
2001	 8	29	12	0.000	0.000	0.000
2001	 8	29	13	0.000	0.000	0.000
2001	 8	29	14	0.000	0.000	0.000
2001	 8	29	15	0.000	0.000	0.000
2001	 8	29	16	0.000	0.000	0.000
2001	 8	29	17	0.000	0.000	0.000
2001	 8	29	18	0.000	0.000	0.000
2001	 8	29	19	0.000	0.000	0.000
2001	 8	29	20	0.000	0.000	0.000
2001	 8	29	21	0.000	0.000	0.000
2001	 8	29	22	0.000	0.000	0.000
2001	 8	29	23	0.000	0.000	0.000
2001	 8	29	24	0.000	0.000	0.000
2001	 8	30	 1	0.000	0.000	0.000
2001	 8	30	 2	0.000	0.000	0.000
2001	 8	30	 3	0.000	0.000	0.000
2001	 8	30	 4	0.000	0.000	0.000
2001	 8	30	 5	0.000	0.000	0.000
2001	 8	30	 6	0.000	0.000	0.000
2001	 8	30	 7	0.000	0.000	0.000
2001	 8	30	 8	0.000	0.000	0.000
2001	 8	30	 9	0.000	0.000	0.000
2001	 8	30	10	0.000	0.000	0.000
2001	 8	30	11	0.000	0.000	0.000
2001	 8	30	12	0.000	0.000	0.000
2001	 8	30	13	0.000	0.000	0.000
2001	 8	30	14	0.000	0.000	0.000
2001	 8	30	15	0.000	0.000	0.000
2001	 8	30	16	0.000	0.000	0.000
2001	 8	30	17	0.000	0.000	0.000
2001	 8	30	18	0.000	0.000	0.000
2001	 8	30	19	0.000	0.000	0.000
2001	 8	30	20	0.000	0.000	0.000
2001	 8	30	21	0.000	0.000	0.000
2001	 8	30	22	0.000	0.000	0.000
2001	 8	30	23	0.000	0.000	0.000
2001	 8	30	24	0.000	0.000	0.000
2001	 8	31	 1	0.000	0.000	0.000
2001	 8	31	 2	0.000	0.000	0.000
2001	 8	31	 3	0.000	0.000	0.000
2001	 8	31	 4	0.000	0.000	0.000
2001	 8	31	 5	0.000	0.000	0.000
2001	 8	31	 6	0.000	0.000	0.000
2001	 8	31	 7	0.000	0.000	0.000
2001	 8	31	 8	0.000	0.000	0.000
2001	 8	31	 9	0.000	0.000	0.000
2001	 8	31	10	0.000	0.000	0.000
2001	 8	31	11	0.000	0.000	0.000
2001	 8	31	12	0.000	0.000	0.000
2001	 8	31	13	0.000	0.000	0.000
2001	 8	31	14	0.000	0.000	0.000
2001	 8	31	15	0.000	0.000	0.000
2001	 8	31	16	0.000	0.000	0.000
2001	 8	31	17	0.000	0.000	0.000
2001	 8	31	18	0.000	0.000	0.000
2001	 8	31	19	0.000	0.000	0.000
2001	 8	31	20	0.000	0.000	0.000
2001	 8	31	21	0.000	0.000	0.000
2001	 8	31	22	0.000	0.000	0.000
2001	 8	31	23	0.000	0.000	0.000
2001	 8	31	24	0.000	0.000	0.000
2001	 9	 1	 1	0.000	0.000	0.000
2001	 9	 1	 2	0.000	0.000	0.000
2001	 9	 1	 3	0.000	0.000	0.000
2001	 9	 1	 4	0.000	0.000	0.000
2001	 9	 1	 5	0.000	0.000	0.000
2001	 9	 1	 6	0.000	0.000	0.000
2001	 9	 1	 7	0.000	0.000	0.000
2001	 9	 1	 8	0.000	0.000	0.000
2001	 9	 1	 9	0.000	0.000	0.000
2001	 9	 1	10	0.000	0.000	0.000
2001	 9	 1	11	0.000	0.000	0.000
2001	 9	 1	12	0.000	0.000	0.000
2001	 9	 1	13	0.000	0.000	0.000
2001	 9	 1	14	0.000	0.000	0.000
2001	 9	 1	15	0.000	0.000	0.000
2001	 9	 1	16	0.000	0.000	0.000
2001	 9	 1	17	0.000	0.000	0.000
2001	 9	 1	18	0.000	0.000	0.000
2001	 9	 1	19	0.000	0.000	0.000
2001	 9	 1	20	0.000	0.000	0.000
2001	 9	 1	21	0.000	0.000	0.000
2001	 9	 1	22	0.000	0.000	0.000
2001	 9	 1	23	0.000	0.000	0.000
2001	 9	 1	24	0.000	0.000	0.000
2001	 9	 2	 1	0.000	0.000	0.000
2001	 9	 2	 2	0.000	0.000	0.000
2001	 9	 2	 3	0.000	0.000	0.000
2001	 9	 2	 4	0.000	0.000	0.000
2001	 9	 2	 5	0.000	0.000	0.000
2001	 9	 2	 6	0.000	0.000	0.000
2001	 9	 2	 7	0.000	0.000	0.000
2001	 9	 2	 8	0.000	0.000	0.000
2001	 9	 2	 9	0.000	0.000	0.000
2001	 9	 2	10	0.000	0.000	0.000
2001	 9	 2	11	0.000	0.000	0.000
2001	 9	 2	12	0.000	0.000	0.000
2001	 9	 2	13	0.000	0.000	0.000
2001	 9	 2	14	0.000	0.000	0.000
2001	 9	 2	15	0.000	0.000	0.000
2001	 9	 2	16	0.000	0.000	0.000
2001	 9	 2	17	0.000	0.000	0.000
2001	 9	 2	18	0.000	0.000	0.000
2001	 9	 2	19	0.000	0.000	0.000
2001	 9	 2	20	0.000	0.000	0.000
2001	 9	 2	21	0.000	0.000	0.000
2001	 9	 2	22	0.000	0.000	0.000
